,city,train_len,train_RMSE,test_RMSE,class
0,StGallen_Blumenbergplatz,3.0,6.118048045201649,20.586280202320637,low traffic
0,StGallen_Stuelegg,3.0,1.5068447248689292,8.126704116500376,no traffic
0,Zuerich_Schimmelstrasse,3.0,4.370675367031507,16.14349141590555,low traffic
0,Zuerich_Stampfenbachstrasse,3.0,3.158608871774697,7.192683227215962,low traffic
0,Opfikon_Balsberg,6.0,3.682819556941834,13.050182552912116,high traffic
0,StGallen_Blumenbergplatz,6.0,4.574154152816968,13.050669647215267,low traffic
0,StGallen_Stuelegg,6.0,1.2588963120361736,6.52990418841461,no traffic
0,Zuerich_Schimmelstrasse,6.0,5.24251882982569,23.853445088302898,low traffic
0,Zuerich_Stampfenbachstrasse,6.0,4.962693013158777,9.770525538675741,low traffic
0,Opfikon_Balsberg,9.0,5.417789670342421,18.209652216872616,high traffic
0,StGallen_Blumenbergplatz,9.0,6.921486665239769,12.386085827681695,low traffic
0,StGallen_Stuelegg,9.0,1.9657930457647057,3.9057237728026766,no traffic
0,Zuerich_Schimmelstrasse,9.0,5.894384963970304,7.058404962489759,low traffic
0,Zuerich_Stampfenbachstrasse,9.0,5.604354699725965,8.205309005307162,low traffic
0,Opfikon_Balsberg,12.0,6.7129641282643,11.159740030336529,high traffic
0,StGallen_Blumenbergplatz,12.0,8.09244426389769,9.196449210459853,low traffic
0,StGallen_Stuelegg,12.0,2.6240802770698344,2.903982068718927,no traffic
0,Zuerich_Schimmelstrasse,12.0,6.579775338610482,7.091554062974073,low traffic
0,Zuerich_Stampfenbachstrasse,12.0,6.190078041399703,7.8980950816513475,low traffic
0,Opfikon_Balsberg,18.0,6.388369307481204,11.625920247683606,high traffic
0,StGallen_Blumenbergplatz,18.0,7.734235318246664,8.741586318821854,low traffic
0,StGallen_Stuelegg,18.0,2.391623734924444,2.7710430654792413,no traffic
0,Zuerich_Schimmelstrasse,18.0,6.667116724079106,7.390320009553271,low traffic
0,Zuerich_Stampfenbachstrasse,18.0,6.383462075241837,8.22023760717202,low traffic
0,Opfikon_Balsberg,24.0,6.871688737564277,11.063988485985385,high traffic
0,StGallen_Blumenbergplatz,24.0,7.721304767122778,8.298863492628744,low traffic
0,StGallen_Stuelegg,24.0,2.8243280221956417,2.588839070791052,no traffic
0,Zuerich_Schimmelstrasse,24.0,7.078755167907117,8.917734661817553,low traffic
